src_ip,dst_ip,protocol,len,src_port,dst_port,flags
71.18.222.1,10.135.157.7,6,52,443,55086,SA
10.135.157.7,71.18.222.1,6,40,55086,443,A
10.135.157.7,71.18.222.1,6,604,55086,443,PA
10.135.157.7,71.18.222.1,6,52,55087,443,S
71.18.222.1,10.135.157.7,6,40,443,55086,A
71.18.222.1,10.135.157.7,6,297,443,55086,PA
10.135.157.7,71.18.222.1,6,0,55086,443,PA
71.18.222.1,10.135.157.7,6,52,443,55087,SA
10.135.157.7,71.18.222.1,6,40,55087,443,A
10.135.157.7,71.18.222.1,6,604,55087,443,PA
71.18.222.1,10.135.157.7,6,40,443,55086,A
71.18.222.1,10.135.157.7,6,40,443,55086,A
10.135.157.7,71.18.222.1,6,52,55088,443,S
71.18.222.1,10.135.157.7,6,1258,443,55086,PA
71.18.222.1,10.135.157.7,6,64,443,55086,PA
71.18.222.1,10.135.157.7,6,40,443,55086,FA
10.135.157.7,71.18.222.1,6,40,55086,443,A
10.135.157.7,71.18.222.1,6,64,55086,443,PA
10.135.157.7,71.18.222.1,6,40,55086,443,FA
71.18.222.1,10.135.157.7,6,40,443,55087,A
172.64.148.235,10.135.157.7,6,64,443,54696,PA
10.135.157.7,172.64.148.235,6,68,54696,443,PA
71.18.222.1,10.135.157.7,6,297,443,55087,PA
10.135.157.7,71.18.222.1,6,0,55087,443,PA
172.64.148.235,10.135.157.7,6,40,443,54696,A
71.18.222.1,10.135.157.7,6,52,443,55088,SA
10.135.157.7,71.18.222.1,6,40,55088,443,A
10.135.157.7,71.18.222.1,6,604,55088,443,PA
71.18.222.1,10.135.157.7,6,40,443,55086,R
71.18.222.1,10.135.157.7,6,40,443,55086,R
71.18.222.1,10.135.157.7,6,40,443,55087,A
71.18.222.1,10.135.157.7,6,40,443,55087,A
71.18.222.1,10.135.157.7,6,1258,443,55087,PA
10.135.157.7,71.18.222.1,6,64,55087,443,PA
10.135.157.7,71.18.222.1,6,40,55087,443,FA
71.18.222.1,10.135.157.7,6,64,443,55087,PA
10.135.157.7,71.18.222.1,6,40,55087,443,RA
71.18.222.1,10.135.157.7,6,40,443,55087,FA
71.18.222.1,10.135.157.7,6,40,443,55088,A
71.18.222.1,10.135.157.7,6,1392,443,55088,A
71.18.222.1,10.135.157.7,6,1392,443,55088,PA
10.135.157.7,71.18.222.1,6,40,55088,443,A
71.18.222.1,10.135.157.7,6,1392,443,55088,A
71.18.222.1,10.135.157.7,6,80,443,55088,PA
71.18.222.1,10.135.157.7,6,238,443,55088,PA
10.135.157.7,71.18.222.1,6,40,55088,443,A
10.135.157.7,71.18.222.1,6,0,55088,443,PA
71.18.222.1,10.135.157.7,6,40,443,55087,R
71.18.222.1,10.135.157.7,6,40,443,55087,R
71.18.222.1,10.135.157.7,6,40,443,55088,A
71.18.222.1,10.135.157.7,6,327,443,55088,PA
10.135.157.7,71.18.222.1,6,52,55088,443,A
71.18.222.1,10.135.157.7,6,40,443,55088,A
71.18.222.1,10.135.157.7,6,64,443,55088,PA
10.135.157.7,71.18.222.1,6,60,55088,443,A
71.18.222.1,10.135.157.7,6,40,443,55088,FA
10.135.157.7,71.18.222.1,6,60,55088,443,A
71.18.222.1,10.135.157.7,6,327,443,55088,PA
10.135.157.7,71.18.222.1,6,52,55088,443,A
71.18.222.1,10.135.157.7,6,1258,443,55088,PA
10.135.157.7,71.18.222.1,6,40,55088,443,A
10.135.157.7,71.18.222.1,6,64,55088,443,PA
10.135.157.7,71.18.222.1,6,40,55088,443,FA
71.18.222.1,10.135.157.7,6,40,443,55088,FA
10.135.157.7,71.18.222.1,6,40,55088,443,A
71.18.222.1,10.135.157.7,6,40,443,55088,R
71.18.222.1,10.135.157.7,6,40,443,55088,R
10.135.157.7,10.135.157.218,17,57,49664,53,
71.18.222.1,10.135.157.7,6,40,443,55088,R
10.135.157.218,10.135.157.7,17,192,53,49664,
10.135.157.7,23.64.59.48,6,52,55089,443,S
10.135.157.7,23.64.59.48,6,52,55090,443,S
23.64.59.48,10.135.157.7,6,52,443,55089,SA
10.135.157.7,23.64.59.48,6,40,55089,443,A
10.135.157.7,23.64.59.48,6,668,55089,443,PA
23.64.59.48,10.135.157.7,6,52,443,55090,SA
10.135.157.7,23.64.59.48,6,40,55090,443,A
10.135.157.7,23.64.59.48,6,652,55090,443,PA
23.64.59.48,10.135.157.7,6,40,443,55089,A
23.64.59.48,10.135.157.7,6,304,443,55089,PA
10.135.157.7,23.64.59.48,6,120,55089,443,PA
10.135.157.7,23.64.59.48,6,138,55089,443,PA
10.135.157.7,23.64.59.48,6,1275,55089,443,PA
142.251.42.42,10.135.157.7,17,60,443,49872,
10.135.157.7,142.251.42.42,17,61,49872,443,
23.64.59.48,10.135.157.7,6,40,443,55089,A
23.64.59.48,10.135.157.7,6,327,443,55089,PA
23.64.59.48,10.135.157.7,6,40,443,55089,A
23.64.59.48,10.135.157.7,6,101,443,55089,PA
23.64.59.48,10.135.157.7,6,71,443,55089,PA
10.135.157.7,23.64.59.48,6,40,55089,443,A
10.135.157.7,23.64.59.48,6,71,55089,443,PA
23.64.59.48,10.135.157.7,6,40,443,55089,A
23.64.59.48,10.135.157.7,6,973,443,55089,PA
10.135.157.7,23.64.59.48,6,40,55089,443,A
23.64.59.48,10.135.157.7,6,1420,443,55089,A
10.135.157.7,23.64.59.48,6,40,55089,443,A
23.64.59.48,10.135.157.7,6,1420,443,55089,PA
10.135.157.7,23.64.59.48,6,40,55089,443,A
23.64.59.48,10.135.157.7,6,1420,443,55089,A
23.64.59.48,10.135.157.7,6,1420,443,55089,PA
10.135.157.7,23.64.59.48,6,40,55089,443,A
23.64.59.48,10.135.157.7,6,1297,443,55089,PA
10.135.157.7,23.64.59.48,6,40,55089,443,A
23.64.59.48,10.135.157.7,6,40,443,55089,A
10.135.157.7,23.64.59.48,6,652,55090,443,PA
23.64.59.48,10.135.157.7,6,52,443,55090,A
23.64.59.26,10.135.157.7,6,79,443,55083,PA
23.64.59.26,10.135.157.7,6,64,443,55083,PA
23.64.59.26,10.135.157.7,6,40,443,55083,FA
10.135.157.7,23.64.59.26,6,40,55083,443,A
23.64.59.48,10.135.157.7,6,304,443,55090,PA
10.135.157.7,23.64.59.48,6,120,55090,443,PA
23.64.59.49,10.135.157.7,6,79,443,55084,PA
23.64.59.49,10.135.157.7,6,64,443,55084,PA
10.135.157.7,23.64.59.49,6,40,55084,443,A
23.64.59.49,10.135.157.7,6,40,443,55084,FA
10.135.157.7,23.64.59.49,6,40,55084,443,A
23.64.59.48,10.135.157.7,6,40,443,55090,A
23.64.59.48,10.135.157.7,6,343,443,55090,PA
10.135.157.7,23.64.59.48,6,40,55090,443,A
10.135.157.7,71.18.222.1,6,52,55091,443,S
71.18.222.1,10.135.157.7,6,52,443,55091,SA
10.135.157.7,71.18.222.1,6,40,55091,443,A
10.135.157.7,71.18.222.1,6,604,55091,443,PA
10.135.157.7,10.135.157.218,17,68,56130,53,
10.135.157.7,10.135.157.218,17,68,56298,53,
10.135.157.218,10.135.157.7,17,170,53,56130,
10.135.157.218,10.135.157.7,17,198,53,56298,
10.135.157.7,71.18.222.1,6,52,55092,443,S
71.18.222.1,10.135.157.7,6,40,443,55091,A
71.18.222.1,10.135.157.7,6,297,443,55091,PA
10.135.157.7,71.18.222.1,6,0,55091,443,PA
10.135.157.7,71.18.222.1,6,52,55093,443,S
71.18.222.1,10.135.157.7,6,52,443,55092,SA
10.135.157.7,71.18.222.1,6,40,55092,443,A
10.135.157.7,71.18.222.1,6,0,55092,443,PA
71.18.222.1,10.135.157.7,6,327,443,55091,PA
71.18.222.1,10.135.157.7,6,40,443,55091,A
10.135.157.7,71.18.222.1,6,40,55091,443,A
71.18.222.1,10.135.157.7,6,1258,443,55091,PA
71.18.222.1,10.135.157.7,6,64,443,55091,PA
71.18.222.1,10.135.157.7,6,40,443,55091,FA
71.18.222.1,10.135.157.7,6,52,443,55093,SA
10.135.157.7,71.18.222.1,6,40,55091,443,A
10.135.157.7,71.18.222.1,6,40,55093,443,A
10.135.157.7,71.18.222.1,6,64,55091,443,PA
10.135.157.7,71.18.222.1,6,0,55093,443,PA
10.135.157.7,71.18.222.1,6,40,55091,443,FA
71.18.222.1,10.135.157.7,6,40,443,55092,A
71.18.222.1,10.135.157.7,6,40,443,55092,A
71.18.222.1,10.135.157.7,6,306,443,55092,PA
10.135.157.7,71.18.222.1,6,120,55092,443,PA
10.135.157.7,71.18.222.1,6,132,55092,443,PA
10.135.157.7,71.18.222.1,6,346,55092,443,PA
10.135.157.7,71.18.222.1,6,0,55092,443,PA
71.18.222.1,10.135.157.7,6,40,443,55093,A
71.18.222.1,10.135.157.7,6,40,443,55093,A
71.18.222.1,10.135.157.7,6,1392,443,55093,A
71.18.222.1,10.135.157.7,6,1392,443,55093,PA
10.135.157.7,71.18.222.1,6,40,55093,443,A
71.18.222.1,10.135.157.7,6,1392,443,55093,A
71.18.222.1,10.135.157.7,6,80,443,55093,PA
10.135.157.7,71.18.222.1,6,40,55093,443,A
71.18.222.1,10.135.157.7,6,247,443,55093,PA
71.18.222.1,10.135.157.7,6,40,443,55091,R
71.18.222.1,10.135.157.7,6,40,443,55091,R
10.135.157.7,71.18.222.1,6,120,55093,443,PA
71.18.222.1,10.135.157.7,6,102,443,55092,PA
10.135.157.7,71.18.222.1,6,71,55092,443,PA
71.18.222.1,10.135.157.7,6,71,443,55092,PA
10.135.157.7,71.18.222.1,6,40,55092,443,A
71.18.222.1,10.135.157.7,6,879,443,55092,PA
10.135.157.7,71.18.222.1,6,40,55092,443,A
71.18.222.1,10.135.157.7,6,343,443,55093,PA
71.18.222.1,10.135.157.7,6,343,443,55093,PA
71.18.222.1,10.135.157.7,6,102,443,55093,PA
10.135.157.7,71.18.222.1,6,40,55093,443,A
71.18.222.1,10.135.157.7,6,40,443,55092,A
10.135.157.7,10.135.157.218,17,68,57364,53,
10.135.157.218,10.135.157.7,17,167,53,57364,
10.135.157.7,71.18.222.1,6,52,55094,443,S
71.18.222.1,10.135.157.7,6,52,443,55094,SA
10.135.157.7,71.18.222.1,6,40,55094,443,A
10.135.157.7,71.18.222.1,6,604,55094,443,PA
71.18.222.1,10.135.157.7,6,40,443,55094,A
71.18.222.1,10.135.157.7,6,297,443,55094,PA
10.135.157.7,71.18.222.1,6,0,55094,443,PA
10.135.157.7,71.18.222.1,6,52,55095,443,S
71.18.222.1,10.135.157.7,6,40,443,55094,A
71.18.222.1,10.135.157.7,6,327,443,55094,PA
10.135.157.7,71.18.222.1,6,40,55094,443,A
71.18.222.1,10.135.157.7,6,52,443,55095,SA
10.135.157.7,71.18.222.1,6,40,55095,443,A
10.135.157.7,71.18.222.1,6,604,55095,443,PA
71.18.222.1,10.135.157.7,6,1263,443,55094,PA
10.135.157.7,71.18.222.1,6,40,55094,443,A
71.18.222.1,10.135.157.7,6,40,443,55095,A
71.18.222.1,10.135.157.7,6,1392,443,55095,A
71.18.222.1,10.135.157.7,6,1392,443,55095,PA
10.135.157.7,71.18.222.1,6,40,55095,443,A
71.18.222.1,10.135.157.7,6,1392,443,55095,A
71.18.222.1,10.135.157.7,6,80,443,55095,PA
71.18.222.1,10.135.157.7,6,238,443,55095,PA
10.135.157.7,71.18.222.1,6,40,55095,443,A
10.135.157.7,71.18.222.1,6,0,55095,443,PA
71.18.222.1,10.135.157.7,6,40,443,55095,A
71.18.222.1,10.135.157.7,6,40,443,55095,A
71.18.222.1,10.135.157.7,6,327,443,55095,PA
71.18.222.1,10.135.157.7,6,327,443,55095,PA
10.135.157.7,71.18.222.1,6,40,55095,443,A
71.18.222.1,10.135.157.7,6,1290,443,55095,PA
71.18.222.1,10.135.157.7,6,64,443,55095,PA
71.18.222.1,10.135.157.7,6,40,443,55095,FA
10.135.157.7,71.18.222.1,6,40,55095,443,A
10.135.157.7,71.18.222.1,6,64,55095,443,PA
10.135.157.7,71.18.222.1,6,40,55095,443,FA
10.135.157.7,104.97.76.234,6,79,54869,443,PA
104.97.76.234,10.135.157.7,6,40,443,54869,A
104.97.76.234,10.135.157.7,6,79,443,54869,PA
10.135.157.7,104.97.76.226,6,40,55041,443,FA
10.135.157.7,104.97.76.226,6,52,55096,443,S
10.135.157.7,104.97.76.234,6,40,54869,443,A
104.97.76.226,10.135.157.7,6,64,443,55041,PA
104.97.76.226,10.135.157.7,6,40,443,55041,FA
10.135.157.7,104.97.76.226,6,40,55041,443,RA
104.97.76.226,10.135.157.7,6,52,443,55096,SA
10.135.157.7,104.97.76.226,6,40,55096,443,A
10.135.157.7,104.97.76.226,6,816,55096,443,PA
104.97.76.226,10.135.157.7,6,40,443,55096,A
104.97.76.226,10.135.157.7,6,295,443,55096,PA
10.135.157.7,104.97.76.226,6,40,55096,443,A
10.135.157.7,104.97.76.226,6,120,55096,443,PA
10.135.157.7,104.97.76.226,6,424,55096,443,PA
10.135.157.7,104.97.76.226,6,0,55096,443,PA
71.18.222.1,10.135.157.7,6,40,443,55095,R
71.18.222.1,10.135.157.7,6,40,443,55095,R
104.97.76.226,10.135.157.7,6,40,443,55096,A
104.97.76.226,10.135.157.7,6,343,443,55096,PA
10.135.157.7,104.97.76.226,6,40,55096,443,A
104.97.76.226,10.135.157.7,6,40,443,55096,A
104.97.76.226,10.135.157.7,6,40,443,55096,A
104.97.76.226,10.135.157.7,6,40,443,55096,A
10.135.157.7,71.18.222.1,6,41,55094,443,A
104.97.76.226,10.135.157.7,6,1420,443,55096,A
104.97.76.226,10.135.157.7,6,161,443,55096,PA
10.135.157.7,104.97.76.226,6,40,55096,443,A
71.18.222.1,10.135.157.7,6,52,443,55094,A
10.135.157.7,140.82.112.25,6,41,54367,443,A
140.82.112.25,10.135.157.7,6,52,443,54367,A
10.135.157.7,129.227.206.4,6,41,54916,443,A
129.227.206.4,10.135.157.7,6,52,443,54916,A
10.135.157.7,71.18.222.1,6,41,55094,443,A
142.251.42.42,10.135.157.7,17,60,443,49872,
71.18.222.1,10.135.157.7,6,52,443,55094,A
10.135.157.7,142.251.42.42,17,61,49872,443,
10.135.157.7,71.18.222.1,6,41,55094,443,A
23.64.59.48,10.135.157.7,6,79,443,55090,PA
23.64.59.48,10.135.157.7,6,64,443,55090,PA
23.64.59.48,10.135.157.7,6,40,443,55090,FA
10.135.157.7,23.64.59.48,6,40,55090,443,A
71.18.222.1,10.135.157.7,6,52,443,55094,A
10.135.157.7,71.18.222.1,6,52,55097,443,S
71.18.222.1,10.135.157.7,6,52,443,55097,SA
10.135.157.7,71.18.222.1,6,40,55097,443,A
10.135.157.7,71.18.222.1,6,218,55097,443,PA
71.18.222.1,10.135.157.7,6,40,443,55097,A
71.18.222.1,10.135.157.7,6,1392,443,55097,A
71.18.222.1,10.135.157.7,6,1392,443,55097,PA
10.135.157.7,71.18.222.1,6,40,55097,443,A
71.18.222.1,10.135.157.7,6,1392,443,55097,A
71.18.222.1,10.135.157.7,6,80,443,55097,PA
71.18.222.1,10.135.157.7,6,98,443,55097,PA
10.135.157.7,71.18.222.1,6,40,55097,443,A
10.135.157.7,71.18.222.1,6,166,55097,443,PA
10.135.157.7,71.18.222.1,6,41,55094,443,A
71.18.222.1,10.135.157.7,6,314,443,55097,PA
10.135.157.7,71.18.222.1,6,0,55097,443,PA
10.135.157.7,71.18.222.1,6,40,55094,443,FA
71.18.222.1,10.135.157.7,6,52,443,55094,A
71.18.222.1,10.135.157.7,6,40,443,55097,A
71.18.222.1,10.135.157.7,6,40,443,55094,FA
10.135.157.7,71.18.222.1,6,40,55094,443,A
71.18.222.1,10.135.157.7,6,40,443,55097,A
71.18.222.1,10.135.157.7,6,1275,443,55097,PA
10.135.157.7,71.18.222.1,6,40,55097,443,A
10.135.157.7,71.18.222.1,6,52,55098,443,S
71.18.222.1,10.135.157.7,6,52,443,55098,SA
10.135.157.7,71.18.222.1,6,40,55098,443,A
10.135.157.7,71.18.222.1,6,604,55098,443,PA
71.18.222.1,10.135.157.7,6,40,443,55098,A
71.18.222.1,10.135.157.7,6,297,443,55098,PA
10.135.157.7,71.18.222.1,6,0,55098,443,PA
10.135.157.7,71.18.222.1,6,40,55093,443,FA
10.135.157.7,71.18.222.1,6,40,55092,443,FA
71.18.222.1,10.135.157.7,6,40,443,55098,A
71.18.222.1,10.135.157.7,6,40,443,55098,A
71.18.222.1,10.135.157.7,6,40,443,55098,A
71.18.222.1,10.135.157.7,6,40,443,55098,A
71.18.222.1,10.135.157.7,6,40,443,55098,A
71.18.222.1,10.135.157.7,6,1263,443,55098,PA
10.135.157.7,71.18.222.1,6,40,55098,443,A
71.18.222.1,10.135.157.7,6,40,443,55092,FA
10.135.157.7,71.18.222.1,6,40,55092,443,A
71.18.222.1,10.135.157.7,6,40,443,55093,FA
10.135.157.7,71.18.222.1,6,40,55093,443,A
10.135.157.7,71.18.222.1,6,41,55098,443,A
10.135.157.7,10.135.157.218,17,68,54493,53,
10.135.157.7,10.135.157.218,17,68,58773,53,
71.18.222.1,10.135.157.7,6,52,443,55098,A
10.135.157.218,10.135.157.7,17,225,53,54493,
10.135.157.218,10.135.157.7,17,251,53,58773,
10.135.157.7,23.53.243.50,6,52,55099,443,S
23.53.243.50,10.135.157.7,6,52,443,55099,SA
10.135.157.7,23.53.243.50,6,40,55099,443,A
10.135.157.7,23.53.243.50,6,0,55099,443,PA
23.53.243.50,10.135.157.7,6,40,443,55099,A
23.53.243.50,10.135.157.7,6,304,443,55099,PA
10.135.157.7,23.53.243.50,6,120,55099,443,PA
10.135.157.7,23.53.243.50,6,132,55099,443,PA
10.135.157.7,23.53.243.50,6,332,55099,443,PA
10.135.157.7,23.53.243.50,6,291,55099,443,PA
23.53.243.50,10.135.157.7,6,40,443,55099,A
23.53.243.50,10.135.157.7,6,343,443,55099,PA
23.53.243.50,10.135.157.7,6,40,443,55099,A
23.53.243.50,10.135.157.7,6,101,443,55099,PA
23.53.243.50,10.135.157.7,6,71,443,55099,PA
10.135.157.7,23.53.243.50,6,40,55099,443,A
10.135.157.7,23.53.243.50,6,71,55099,443,PA
23.53.243.50,10.135.157.7,6,40,443,55099,A
10.135.157.7,71.18.222.1,6,41,55098,443,A
23.53.243.50,10.135.157.7,6,1090,443,55099,PA
23.53.243.50,10.135.157.7,6,132,443,55099,PA
10.135.157.7,23.53.243.50,6,40,55099,443,A
10.135.157.7,10.135.157.218,17,71,49664,53,
10.135.157.218,10.135.157.7,17,344,53,49664,
10.135.157.7,23.206.173.112,6,52,55100,443,S
23.53.243.50,10.135.157.7,6,40,443,55099,A
71.18.222.1,10.135.157.7,6,52,443,55098,A
23.206.173.112,10.135.157.7,6,52,443,55100,SA
10.135.157.7,23.206.173.112,6,40,55100,443,A
10.135.157.7,23.206.173.112,6,623,55100,443,PA
10.135.157.7,71.18.222.1,6,52,55101,443,S
23.206.173.112,10.135.157.7,6,295,443,55100,PA
10.135.157.7,23.206.173.112,6,0,55100,443,PA
23.206.173.112,10.135.157.7,6,40,443,55100,A
23.206.173.112,10.135.157.7,6,343,443,55100,PA
10.135.157.7,71.18.222.1,6,52,55102,443,S
71.18.222.1,10.135.157.7,6,52,443,55101,SA
10.135.157.7,71.18.222.1,6,40,55101,443,A
10.135.157.7,71.18.222.1,6,0,55101,443,PA
10.135.157.7,23.206.173.112,6,40,55100,443,A
23.206.173.112,10.135.157.7,6,1375,443,55100,PA
23.206.173.112,10.135.157.7,6,83,443,55100,PA
10.135.157.7,23.206.173.112,6,40,55100,443,A
10.135.157.7,71.18.222.1,6,52,55103,443,S
71.18.222.1,10.135.157.7,6,52,443,55102,SA
10.135.157.7,71.18.222.1,6,40,55102,443,A
10.135.157.7,71.18.222.1,6,0,55102,443,PA
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,306,443,55101,PA
10.135.157.7,71.18.222.1,6,120,55101,443,PA
10.135.157.7,71.18.222.1,6,132,55101,443,PA
10.135.157.7,71.18.222.1,6,327,55101,443,PA
10.135.157.7,71.18.222.1,6,0,55101,443,A
71.18.222.1,10.135.157.7,6,52,443,55103,SA
10.135.157.7,71.18.222.1,6,40,55103,443,A
10.135.157.7,71.18.222.1,6,604,55103,443,PA
10.135.157.7,71.18.222.1,6,41,55098,443,A
71.18.222.1,10.135.157.7,6,40,443,55102,A
71.18.222.1,10.135.157.7,6,40,443,55102,A
71.18.222.1,10.135.157.7,6,306,443,55102,PA
10.135.157.7,71.18.222.1,6,120,55102,443,PA
71.18.222.1,10.135.157.7,6,343,443,55101,PA
71.18.222.1,10.135.157.7,6,102,443,55101,PA
10.135.157.7,71.18.222.1,6,40,55101,443,A
71.18.222.1,10.135.157.7,6,71,443,55101,PA
71.18.222.1,10.135.157.7,6,40,443,55101,A
10.135.157.7,71.18.222.1,6,0,55101,443,PA
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
10.135.157.7,71.18.222.1,6,0,55101,443,PA
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
172.64.148.235,10.135.157.7,6,64,443,54696,PA
10.135.157.7,172.64.148.235,6,68,54696,443,PA
172.64.148.235,10.135.157.7,6,40,443,54696,A
71.18.222.1,10.135.157.7,6,40,443,55103,A
71.18.222.1,10.135.157.7,6,52,443,55098,A
71.18.222.1,10.135.157.7,6,297,443,55103,PA
10.135.157.7,71.18.222.1,6,0,55103,443,PA
71.18.222.1,10.135.157.7,6,343,443,55102,PA
71.18.222.1,10.135.157.7,6,102,443,55102,PA
10.135.157.7,71.18.222.1,6,40,55102,443,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,75,443,55101,PA
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
10.135.157.7,71.18.222.1,6,40,55101,443,A
71.18.222.1,10.135.157.7,6,903,443,55101,PA
10.135.157.7,23.206.173.112,6,41,55100,443,A
71.18.222.1,10.135.157.7,6,40,443,55103,A
71.18.222.1,10.135.157.7,6,327,443,55103,PA
71.18.222.1,10.135.157.7,6,40,443,55103,A
10.135.157.7,71.18.222.1,6,40,55101,443,A
10.135.157.7,71.18.222.1,6,40,55103,443,A
71.18.222.1,10.135.157.7,6,1258,443,55103,PA
71.18.222.1,10.135.157.7,6,64,443,55103,PA
71.18.222.1,10.135.157.7,6,40,443,55103,FA
10.135.157.7,71.18.222.1,6,40,55103,443,A
10.135.157.7,71.18.222.1,6,64,55103,443,PA
10.135.157.7,71.18.222.1,6,40,55103,443,FA
23.206.173.112,10.135.157.7,6,52,443,55100,A
71.18.222.1,10.135.157.7,6,40,443,55103,R
71.18.222.1,10.135.157.7,6,40,443,55103,R
10.135.157.7,71.18.222.1,6,41,55098,443,A
10.135.157.7,71.18.222.1,6,40,55098,443,FA
71.18.222.1,10.135.157.7,6,52,443,55098,A
71.18.222.1,10.135.157.7,6,40,443,55098,FA
10.135.157.7,71.18.222.1,6,40,55098,443,A
10.135.157.7,23.206.173.112,6,41,55100,443,A
10.135.157.7,71.18.222.1,6,139,55101,443,PA
10.135.157.7,71.18.222.1,6,0,55101,443,PA
23.206.173.112,10.135.157.7,6,52,443,55100,A
10.135.157.7,71.18.222.1,6,1360,55101,443,PA
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
71.18.222.1,10.135.157.7,6,40,443,55101,A
10.135.157.7,71.18.222.1,6,71,55097,443,PA
10.135.157.7,71.18.222.1,6,40,55097,443,FA
142.251.42.42,10.135.157.7,17,60,443,49872,
10.135.157.7,142.251.42.42,17,61,49872,443,
71.18.222.1,10.135.157.7,6,879,443,55101,PA
10.135.157.7,71.18.222.1,6,40,55101,443,A
71.18.222.1,10.135.157.7,6,40,443,55097,A
71.18.222.1,10.135.157.7,6,40,443,55097,FA
10.135.157.7,71.18.222.1,6,40,55097,443,A
10.135.157.7,23.206.173.112,6,41,55100,443,A
23.206.173.112,10.135.157.7,6,52,443,55100,A
